expression,expression_count
don't wait up oh by,2
wait up oh by the,2
up oh by the way,2
oh by the way tomorrow,2
by the way tomorrow we're,2
the way tomorrow we're auditioning,2
way tomorrow we're auditioning for,2
tomorrow we're auditioning for a,2
we're auditioning for a broadway,2
auditioning for a broadway show,2
for a broadway show excuse,2
a broadway show excuse me,2
broadway show excuse me there's,2
show excuse me there's an,2
excuse me there's an open,2
me there's an open call,2
there's an open call for,2
an open call for cats,2
open call for cats i'm,2
call for cats i'm thinking,2
for cats i'm thinking we,2
cats i'm thinking we go,2
i'm thinking we go down,2
thinking we go down there,2
we go down there sing,2
go down there sing memories,2
down there sing memories and,2
there sing memories and make,2
sing memories and make complete,2
memories and make complete fools,2
and make complete fools of,2
make complete fools of ourselves,2
complete fools of ourselves what,2
fools of ourselves what do,2
of ourselves what do you,2
ourselves what do you say,2
what do you say no,2
do you say no no,2
you say no no no,2
say no no no remember,2
no no no remember who,2
no no remember who you're,2
no remember who you're dealing,2
remember who you're dealing with,2
who you're dealing with here,2
you're dealing with here ha,2
dealing with here ha i'm,2
with here ha i'm not,2
here ha i'm not like,2
ha i'm not like you,2
i'm not like you i,2
not like you i can't,2
like you i can't even,2
you i can't even stand,2
i can't even stand in,2
can't even stand in front,2
even stand in front of,2
stand in front of a,2
in front of a tap,2
front of a tap class,2
of a tap class that's,2
a tap class that's because,2
tap class that's because of,2
class that's because of your,2
that's because of your amish,2
because of your amish background,2
of your amish background what,2
your amish background what well,2
amish background what well you're,2
background what well you're pennsylvania,2
what well you're pennsylvania dutch,2
well you're pennsylvania dutch right,2
you're pennsylvania dutch right right,2
pennsylvania dutch right right till,2
dutch right right till i,2
right right till i bought,2
right till i bought a,2
till i bought a blow,2
i bought a blow dryer,2
bought a blow dryer then,2
a blow dryer then i,2
blow dryer then i was,2
dryer then i was shunned,2
then i was shunned i,2
i was shunned i was,2
was shunned i was just,2
shunned i was just like,2
i was just like you,2
was just like you and,2
just like you and then,2
like you and then one,2
you and then one day,2
and then one day i,4
then one day i saw,2
one day i saw a,2
day i saw a movie,2
i saw a movie that,2
saw a movie that changed,2
a movie that changed my,2
movie that changed my life,2
that changed my life did,2
changed my life did you,2
my life did you ever,2
life did you ever see,2
did you ever see dead,2
you ever see dead poets,2
ever see dead poets society,2
see dead poets society uhhuh,2
dead poets society uhhuh i,2
poets society uhhuh i thought,2
society uhhuh i thought that,2
uhhuh i thought that movie,2
i thought that movie was,2
thought that movie was so,2
that movie was so incredibly,2
movie was so incredibly boring,2
was so incredibly boring i,2
so incredibly boring i mean,2
incredibly boring i mean that,2
boring i mean that thing,2
i mean that thing at,2
mean that thing at the,2
that thing at the end,2
thing at the end where,2
at the end where the,2
the end where the kid,2
end where the kid kills,2
where the kid kills himself,2
the kid kills himself because,2
kid kills himself because he,2
kills himself because he can't,2
himself because he can't be,2
because he can't be in,2
he can't be in the,2
can't be in the play,2
be in the play what,2
in the play what was,2
the play what was that,2
play what was that it's,2
what was that it's like,2
was that it's like kid,2
that it's like kid wait,2
it's like kid wait a,2
like kid wait a year,2
kid wait a year leave,2
wait a year leave home,2
a year leave home do,2
year leave home do some,2
leave home do some community,2
home do some community theater,2
do some community theater i,2
some community theater i walked,2
community theater i walked out,2
theater i walked out of,2
i walked out of there,2
walked out of there and,2
of there and i thought,2
there and i thought now,2
and i thought now that's,2
i thought now that's two,2
thought now that's two hours,2
now that's two hours of,2
that's two hours of my,2
two hours of my life,2
hours of my life that,2
of my life that i'm,2
my life that i'm never,2
life that i'm never getting,2
that i'm never getting back,2
i'm never getting back and,2
never getting back and that,2
getting back and that scared,2
back and that scared me,2
and that scared me more,2
that scared me more than,2
scared me more than all,2
me more than all the,2
more than all the other,2
than all the other crap,2
all the other crap i,2
the other crap i was,2
other crap i was afraid,2
crap i was afraid to,2
i was afraid to do,2
was afraid to do wow,2
afraid to do wow then,2
to do wow then i,2
do wow then i would,2
wow then i would definitely,2
then i would definitely not,2
i would definitely not recommend,2
would definitely not recommend mrs,2
definitely not recommend mrs doubtfire,2
not recommend mrs doubtfire oh,2
recommend mrs doubtfire oh god,2
mrs doubtfire oh god we,2
doubtfire oh god we didn't,2
oh god we didn't get,2
god we didn't get into,2
we didn't get into scranton,2
didn't get into scranton that,2
get into scranton that was,2
into scranton that was our,2
scranton that was our safety,2
that was our safety zoo,2
was our safety zoo they,2
our safety zoo they take,2
safety zoo they take like,2
zoo they take like dogs,2
they take like dogs and,2
take like dogs and cows,2
like dogs and cows see,2
dogs and cows see i,2
and cows see i don't,2
cows see i don't know,2
see i don't know who,2
know who this is harder,2
who this is harder on,2
this is harder on me,2
is harder on me or,2
harder on me or him,2
on me or him i'd,2
me or him i'd say,2
or him i'd say that,2
him i'd say that chair's,2
i'd say that chair's taking,2
say that chair's taking the,2
that chair's taking the brunt,2
chair's taking the brunt of,2
taking the brunt of it,2
the brunt of it ross,2
brunt of it ross marcel,2
of it ross marcel marcel,2
it ross marcel marcel marcel,2
ross marcel marcel marcel no,2
marcel marcel marcel no good,2
marcel marcel no good boy,2
marcel no good boy see,2
no good boy see how,2
good boy see how can,2
boy see how can nobody,2
see how can nobody want,2
how can nobody want him,2
can nobody want him somebody,2
nobody want him somebody will,2
want him somebody will you,2
him somebody will you know,2
somebody will you know there,2
will you know there already,2
you know there already is,2
know there already is a,2
there already is a joseph,2
already is a joseph stalin,2
is a joseph stalin you're,2
a joseph stalin you're kidding,2
joseph stalin you're kidding apparently,2
stalin you're kidding apparently he,2
you're kidding apparently he was,2
kidding apparently he was this,2
apparently he was this russian,2
he was this russian dictator,2
was this russian dictator who,2
this russian dictator who slaughtered,2
russian dictator who slaughtered all,2
dictator who slaughtered all these,2
who slaughtered all these people,2
slaughtered all these people you'd,2
all these people you'd think,2
these people you'd think you,2
people you'd think you would've,2
you'd think you would've known,2
think you would've known that,2
you would've known that you'd,2
would've known that you'd think,2
known that you'd think i,2
that you'd think i would've,2
you'd think i would've phoebe,2
think i would've phoebe what,2
i would've phoebe what do,2
would've phoebe what do you,2
phoebe what do you think,2
what do you think a,2
do you think a good,2
you think a good stage,2
think a good stage name,2
a good stage name for,2
good stage name for me,2
stage name for me would,2
name for me would be,2
for me would be flame,2
me would be flame boy,2
would be flame boy where,2
be flame boy where exactly,2
flame boy where exactly is,2
boy where exactly is your,2
where exactly is your zoo,2
exactly is your zoo well,2
is your zoo well it's,2
your zoo well it's technically,2
zoo well it's technically not,2
well it's technically not a,2
it's technically not a zoo,2
technically not a zoo per,2
not a zoo per se,2
a zoo per se it's,2
zoo per se it's uh,2
per se it's uh more,2
se it's uh more of,2
it's uh more of an,2
uh more of an interactive,2
more of an interactive wildlife,2
of an interactive wildlife experience,2
an interactive wildlife experience let,2
interactive wildlife experience let me,2
wildlife experience let me ask,2
experience let me ask you,2
let me ask you some,6
me ask you some questions,2
ask you some questions about,2
you some questions about is,2
some questions about is it,2
questions about is it uh,2
about is it uh marcel,2
is it uh marcel yes,2
it uh marcel yes yes,2
uh marcel yes yes uh,2
marcel yes yes uh does,2
yes yes uh does he,2
yes uh does he uh,2
uh does he uh fight,2
does he uh fight with,2
he uh fight with other,2
uh fight with other animals,2
fight with other animals no,2
with other animals no no,2
other animals no no he's,2
animals no no he's very,2
no no he's very docile,2
no he's very docile hmm,2
he's very docile hmm even,2
very docile hmm even if,2
docile hmm even if he,2
hmm even if he were,2
even if he were cornered,2
if he were cornered well,2
he were cornered well i,2
were cornered well i don't,2
cornered well i don't know,2
well i don't know why,2
i don't know why um,2
don't know why um how,2
know why um how is,2
why um how is he,2
um how is he at,2
how is he at handling,2
is he at handling small,2
he at handling small objects,2
at handling small objects he,2
handling small objects he can,2
small objects he can hold,2
objects he can hold a,2
he can hold a banana,2
can hold a banana if,2
hold a banana if that's,2
a banana if that's what,2
banana if that's what you,2
if that's what you mean,2
that's what you mean what,2
what you mean what about,2
you mean what about a,2
mean what about a hammer,2
what about a hammer or,2
about a hammer or a,2
a hammer or a small,2
hammer or a small blade,2
or a small blade why,2
a small blade why would,2
small blade why would he,2
blade why would he need,2
why would he need a,2
would he need a blade,2
he need a blade if,2
need a blade if he's,2
a blade if he's up,2
blade if he's up against,2
if he's up against a,2
he's up against a jungle,2
up against a jungle cat,2
against a jungle cat or,2
a jungle cat or an,2
jungle cat or an animal,2
cat or an animal with,2
or an animal with horns,2
an animal with horns you,2
animal with horns you got,2
with horns you got to,2
horns you got to give,2
you got to give the,2
got to give the little,2
to give the little guy,2
give the little guy something,2
the little guy something otherwise,2
little guy something otherwise it's,2
guy something otherwise it's just,2
something otherwise it's just cruel,2
otherwise it's just cruel he,2
it's just cruel he got,2
just cruel he got into,2
cruel he got into san,2
he got into san diego,2
got into san diego what,2
into san diego what yeah,2
san diego what yeah we,2
diego what yeah we were,2
what yeah we were coming,2
yeah we were coming back,2
we were coming back from,2
were coming back from our,2
coming back from our walk,2
back from our walk and,2
from our walk and the,2
our walk and the phone,2
walk and the phone was,2
and the phone was ringing,2
the phone was ringing he's,2
phone was ringing he's in,2
was ringing he's in he's,2
ringing he's in he's in,2
he's in he's in ah,2
in he's in ah did,2
he's in ah did you,2
in ah did you hear,2
ah did you hear that,2
did you hear that marcel,2
you hear that marcel san,2
hear that marcel san diego,2
that marcel san diego san,2
marcel san diego san diego,2
san diego san diego yeah,2
diego san diego yeah you're,2
san diego yeah you're making,2
diego yeah you're making a,2
yeah you're making a mistake,2
you're making a mistake san,2
making a mistake san diego's,2
a mistake san diego's well,2
mistake san diego's well and,2
san diego's well and good,2
diego's well and good but,2
well and good but if,2
and good but if you,2
good but if you give,2
but if you give him,2
if you give him to,2
you give him to me,2
give him to me i'll,2
him to me i'll start,2
to me i'll start him,2
me i'll start him against,2
i'll start him against a,2
start him against a blind,2
him against a blind rabbit,2
against a blind rabbit and,2
a blind rabbit and give,2
blind rabbit and give you,2
rabbit and give you 20,2
and give you 20 percent,2
give you 20 percent of,2
you 20 percent of the,2
20 percent of the gate,2
percent of the gate yoho,2
of the gate yoho where,2
the gate yoho where have,2
gate yoho where have you,2
yoho where have you been,2
where have you been monica,2
have you been monica and,2
you been monica and i,2
been monica and i just,2
monica and i just crashed,2
and i just crashed an,2
i just crashed an embassy,2
just crashed an embassy party,2
crashed an embassy party are,2
an embassy party are you,2
embassy party are you drunk,2
party are you drunk no,2
are you drunk no i'm,2
you drunk no i'm lying,2
drunk no i'm lying i,2
no i'm lying i am,2
i'm lying i am so,2
lying i am so drunk,2
i am so drunk oh,2
am so drunk oh god,2
so drunk oh god ugh,2
drunk oh god ugh great,2
oh god ugh great you,2
god ugh great you know,2
ugh great you know what,2
great you know what you,2
you know what you could,2
know what you could have,2
what you could have called,2
you could have called i've,2
could have called i've been,2
have called i've been up,2
called i've been up here,2
i've been up here i've,2
been up here i've been,2
up here i've been worried,2
here i've been worried monica,2
i've been worried monica monica,2
been worried monica monica water,2
worried monica monica water rules,2
monica monica water rules yes,2
monica water rules yes yes,2
water rules yes yes it,2
rules yes yes it does,2
yes yes it does the,2
yes it does the restaurant,2
it does the restaurant called,2
does the restaurant called they,2
the restaurant called they want,2
restaurant called they want to,2
called they want to know,2
they want to know if,2
want to know if you're,2
to know if you're showing,2
know if you're showing up,2
if you're showing up nope,2
you're showing up nope i'm,2
showing up nope i'm going,2
up nope i'm going to,2
nope i'm going to the,2
i'm going to the big,2
going to the big apple,2
to the big apple circus,6
the big apple circus today,2
big apple circus today what,2
apple circus today what are,2
circus today what are you,2
today what are you doing,2
what are you doing you're,2
are you doing you're gonna,2
you doing you're gonna lose,2
doing you're gonna lose your,2
you're gonna lose your job,2
gonna lose your job this,2
lose your job this is,2
your job this is not,2
job this is not you,2
this is not you no,2
is not you no it,2
not you no it is,2
you no it is me,2
no it is me i'm,2
it is me i'm not,2
is me i'm not just,2
me i'm not just the,2
i'm not just the person,2
not just the person who,2
just the person who needs,2
the person who needs to,2
person who needs to fluff,2
who needs to fluff the,2
needs to fluff the pillows,2
to fluff the pillows and,2
fluff the pillows and pay,2
the pillows and pay the,2
pillows and pay the bills,2
and pay the bills as,2
pay the bills as soon,2
the bills as soon as,2
bills as soon as they,2
as soon as they come,2
soon as they come in,2
as they come in you,2
they come in you know,2
come in you know when,2
in you know when i'm,2
you know when i'm with,2
know when i'm with her,2
when i'm with her i'm,2
i'm with her i'm so,2
with her i'm so much,2
her i'm so much more,2
i'm so much more than,2
so much more than that,2
much more than that i'm,2
more than that i'm i'm,2
than that i'm i'm monana,2
that i'm i'm monana ahem,2
i'm i'm monana ahem hello,2
i'm monana ahem hello yes,2
monana ahem hello yes she,2
ahem hello yes she is,2
hello yes she is hold,2
yes she is hold on,2
she is hold on a,2
is hold on a second,2
hold on a second please,2
on a second please ahem,2
a second please ahem monana,2
second please ahem monana it's,2
please ahem monana it's for,2
ahem monana it's for you,2
monana it's for you the,2
it's for you the credit,2
for you the credit card,2
you the credit card people,2
the credit card people hello,2
credit card people hello yes,2
card people hello yes oh,2
people hello yes oh my,2
hello yes oh my god,2
yes oh my god thanks,2
oh my god thanks what,2
my god thanks what they've,2
god thanks what they've arrested,2
thanks what they've arrested monica,2
what they've arrested monica hi,2
they've arrested monica hi hey,2
arrested monica hi hey how,2
monica hi hey how are,2
hi hey how are you,4
hey how are you i'm,2
how are you i'm not,2
are you i'm not too,2
you i'm not too bad,2
i'm not too bad fortunately,2
not too bad fortunately blue's,2
too bad fortunately blue's my,2
bad fortunately blue's my color,2
fortunately blue's my color how,2
blue's my color how did,2
my color how did you,2
color how did you know,2
you know i was here,2
know i was here because,2
i was here because i'm,2
was here because i'm monica,2
here because i'm monica geller,2
because i'm monica geller it,2
i'm monica geller it was,2
monica geller it was my,2
geller it was my credit,2
it was my credit card,2
was my credit card you,2
my credit card you were,2
credit card you were using,2
card you were using that,2
you were using that i,2
were using that i was,2
using that i was not,2
that i was not expecting,2
i was not expecting i,2
was not expecting i want,2
not expecting i want you,2
expecting i want you to,2
want you to know i,2
you to know i didn't,2
to know i didn't turn,2
know i didn't turn you,2
i didn't turn you in,2
didn't turn you in oh,2
turn you in oh thanks,2
you in oh thanks no,2
in oh thanks no thank,2
oh thanks no thank you,2
thanks no thank you you,2
no thank you you have,2
thank you you have given,2
you you have given me,2
you have given me so,2
have given me so much,2
given me so much if,2
me so much if it,2
so much if it wasn't,2
much if it wasn't for,2
if it wasn't for you,4
it wasn't for you i'd,2
wasn't for you i'd never,2
for you i'd never have,2
you i'd never have gotten,2
i'd never have gotten to,2
never have gotten to sing,2
have gotten to sing memories,2
gotten to sing memories at,2
to sing memories at the,2
sing memories at the winter,2
memories at the winter garden,2
at the winter garden theater,2
the winter garden theater actually,2
winter garden theater actually you,2
garden theater actually you only,2
theater actually you only got,2
actually you only got to,2
you only got to sing,2
only got to sing memo,2
got to sing memo i,2
to sing memo i can't,2
sing memo i can't believe,2
memo i can't believe you're,2
i can't believe you're in,2
can't believe you're in here,2
believe you're in here what,2
you're in here what am,2
in here what am i,2
here what am i gonna,2
what am i gonna do,6
am i gonna do without,2
i gonna do without you,2
gonna do without you who's,2
do without you who's gonna,2
without you who's gonna crash,2
you who's gonna crash the,2
who's gonna crash the embassy,2
gonna crash the embassy parties,2
crash the embassy parties with,2
the embassy parties with me,2
embassy parties with me who's,2
parties with me who's gonna,2
with me who's gonna take,2
me who's gonna take me,2
who's gonna take me to,2
gonna take me to the,2
take me to the big,2
me to the big apple,2
the big apple circus monica,2
big apple circus monica i,2
apple circus monica i started,2
circus monica i started my,2
monica i started my day,2
i started my day by,2
started my day by peeing,2
my day by peeing in,2
day by peeing in front,2
by peeing in front of,2
peeing in front of 25,2
in front of 25 other,2
front of 25 other women,2
of 25 other women and,2
25 other women and you're,2
other women and you're worried,2
women and you're worried about,2
and you're worried about who,2
you're worried about who will,2
worried about who will take,2
about who will take you,2
who will take you to,2
will take you to the,2
take you to the big,2
you to the big apple,2
the big apple circus well,2
big apple circus well not,2
apple circus well not worried,2
circus well not worried you,2
well not worried you know,2
not worried you know just,2
worried you know just wondering,2
you know just wondering there's,2
know just wondering there's nothing,2
just wondering there's nothing to,2
wondering there's nothing to wonder,2
there's nothing to wonder about,2
nothing to wonder about you'll,2
to wonder about you'll go,2
wonder about you'll go back,2
about you'll go back to,2
you'll go back to being,2
go back to being who,2
back to being who you,2
to being who you were,2
being who you were because,2
who you were because that's,2
you were because that's who,2
were because that's who you,2
because that's who you are,2
that's who you are not,2
who you are not necessarily,2
you are not necessarily yes,2
are not necessarily yes necessarily,2
not necessarily yes necessarily i,2
necessarily yes necessarily i don't,2
yes necessarily i don't know,2
necessarily i don't know what,2
i don't know what it,4
don't know what it is,2
know what it is maybe,2
what it is maybe it's,2
it is maybe it's the,2
is maybe it's the amish,2
maybe it's the amish thing,2
it's the amish thing um,2
the amish thing um i'm,2
amish thing um i'm not,2
thing um i'm not actually,2
um i'm not actually amish,2
i'm not actually amish really,2
not actually amish really then,2
actually amish really then why,2
amish really then why are,2
really then why are you,2
then why are you like,2
why are you like that,2
are you like that you,2
you like that you by,2
like that you by the,2
that you by the door,2
you by the door in,2
by the door in or,2
the door in or out,2
door in or out in,2
in or out in you,2
or out in you in,2
out in you in the,2
in you in the back,2
you in the back you're,2
in the back you're getting,2
the back you're getting it,2
back you're getting it wrong,2
you're getting it wrong at,2
getting it wrong at least,2
it wrong at least i'm,2
wrong at least i'm doing,2
at least i'm doing it,2
least i'm doing it woman,2
i'm doing it woman ,2
doing it woman  this,2
it woman  this is,2
woman  this is the,2
 this is the final,2
this is the final boarding,2
is the final boarding call,2
the final boarding call for,2
final boarding call for flight,2
boarding call for flight 67,2
call for flight 67 to,2
for flight 67 to san,2
flight 67 to san diego,2
67 to san diego boarding,2
to san diego boarding at,2
san diego boarding at gate,2
diego boarding at gate 42a,2
boarding at gate 42a okay,2
at gate 42a okay goodbye,2
gate 42a okay goodbye little,2
42a okay goodbye little monkey,2
okay goodbye little monkey guy,2
goodbye little monkey guy i,2
little monkey guy i wrote,2
monkey guy i wrote you,2
guy i wrote you this,2
i wrote you this poem,2
wrote you this poem aw,2
you this poem aw okay,2
this poem aw okay but,2
poem aw okay but don't,2
aw okay but don't eat,2
okay but don't eat it,2
but don't eat it till,2
don't eat it till you,2
eat it till you get,2
it till you get on,2
till you get on the,2
you get on the plane,2
get on the plane thank,2
on the plane thank you,2
the plane thank you aunt,2
plane thank you aunt phoebe,2
thank you aunt phoebe aww,2
you aunt phoebe aww okay,2
aunt phoebe aww okay bye,2
phoebe aww okay bye champ,2
aww okay bye champ there's,2
okay bye champ there's gonna,2
bye champ there's gonna be,2
champ there's gonna be a,2
there's gonna be a lot,2
gonna be a lot of,2
be a lot of babes,2
a lot of babes in,2
lot of babes in san,2
of babes in san diego,2
babes in san diego but,2
in san diego but remember,2
san diego but remember there's,2
diego but remember there's also,2
but remember there's also a,2
remember there's also a lot,2
there's also a lot to,2
also a lot to learn,2
a lot to learn i,2
lot to learn i don't,2
to learn i don't know,2
learn i don't know what,2
don't know what to say,3
know what to say ross,2
what to say ross uh,2
to say ross uh it's,2
say ross uh it's a,2
ross uh it's a monkey,2
uh it's a monkey just,2
it's a monkey just say,2
a monkey just say what,2
monkey just say what you,2
just say what you feel,2
say what you feel joey,2
what you feel joey marcel,2
you feel joey marcel i'm,2
feel joey marcel i'm hungry,2
joey marcel i'm hungry ross,2
marcel i'm hungry ross that,2
i'm hungry ross that was,2
hungry ross that was good,2
ross that was good marcel,2
that was good marcel this,2
was good marcel this is,2
good marcel this is for,2
marcel this is for you,2
this is for you oh,2
is for you oh it's,2
for you oh it's uh,2
you oh it's uh just,2
oh it's uh just you,2
it's uh just you know,2
uh just you know something,2
just you know something to,2
you know something to urn,2
know something to urn do,2
something to urn do on,2
to urn do on the,2
urn do on the plane,2
do on the plane if,2
on the plane if you,2
the plane if you don't,2
plane if you don't mind,2
if you don't mind i'd,2
you don't mind i'd like,2
don't mind i'd like a,2
mind i'd like a moment,2
i'd like a moment just,2
like a moment just me,2
a moment just me and,2
moment just me and him,2
just me and him sure,2
me and him sure of,2
and him sure of course,2
him sure of course absolutely,2
sure of course absolutely all,2
of course absolutely all oh,2
course absolutely all oh marcel,2
absolutely all oh marcel come,2
all oh marcel come here,2
oh marcel come here come,2
marcel come here come here,2
come here come here come,2
here come here come here,2
come here come here well,2
here come here well buddy,2
come here well buddy this,2
here well buddy this is,2
well buddy this is it,2
buddy this is it there's,2
this is it there's just,2
is it there's just a,2
it there's just a couple,2
there's just a couple of,2
just a couple of things,2
a couple of things i,2
couple of things i wanted,2
of things i wanted to,2
things i wanted to say,2
i wanted to say i'm,2
wanted to say i'm really,2
to say i'm really gonna,2
say i'm really gonna miss,2
i'm really gonna miss you,2
really gonna miss you you,2
gonna miss you you know,2
miss you you know and,2
you you know and i'm,2
you know and i'm never,2
know and i'm never gonna,2
and i'm never gonna forget,2
i'm never gonna forget about,2
never gonna forget about you,2
gonna forget about you you've,2
forget about you you've been,2
about you you've been more,2
you you've been more than,2
you've been more than just,2
been more than just a,2
more than just a pet,2
than just a pet to,2
just a pet to me,2
a pet to me you've,2
pet to me you've been,2
to me you've been more,2
me you've been more like,2
you've been more like a,2
been more like a okay,2
more like a okay marcel,2
like a okay marcel would,2
a okay marcel would you,2
okay marcel would you marcel,2
marcel would you marcel would,2
would you marcel would you,2
you marcel would you leave,2
marcel would you leave my,2
would you leave my leg,2
you leave my leg alone,2
leave my leg alone would,2
my leg alone would you,2
leg alone would you just,2
alone would you just stop,2
would you just stop humping,2
you just stop humping me,2
just stop humping me for,2
stop humping me for two,2
humping me for two seconds,2
me for two seconds marc,2
for two seconds marc would,2
two seconds marc would you,2
seconds marc would you okay,2
marc would you okay would,2
would you okay would you,2
you okay would you just,2
okay would you just take,2
would you just take him,2
you just take him away,2
just take him away just,2
take him away just take,2
him away just take him,2
away just take him o,2
just take him o that,2
take him o that i,2
him o that i were,2
o that i were a,2
that i were a glove,2
i were a glove upon,2
were a glove upon that,2
a glove upon that hand,2
glove upon that hand that,2
upon that hand that i,2
that hand that i might,2
hand that i might touch,2
that i might touch thy,2
i might touch thy cheek,2
might touch thy cheek woman,2
touch thy cheek woman that's,2
thy cheek woman that's fine,2
cheek woman that's fine thank,2
woman that's fine thank you,2
that's fine thank you man,2
fine thank you man next,2
thank you man next hi,2
you man next hi uh,2
man next hi uh i'll,2
next hi uh i'll be,2
hi uh i'll be reading,2
uh i'll be reading for,2
i'll be reading for the,2
be reading for the role,2
reading for the role of,2
for the role of mercutio,2
the role of mercutio man,2
role of mercutio man name,2
of mercutio man name holden,2
mercutio man name holden mcgroin,2
man name holden mcgroin ,2
name holden mcgroin  06548,2
holden mcgroin  06548 ,2
mcgroin  06548  08884,2
 06548  08884 oh,2
06548  08884 oh look,2
 08884 oh look look,2
08884 oh look look there's,2
oh look look there's joey's,2
look look there's joey's picture,2
look there's joey's picture this,2
there's joey's picture this is,2
joey's picture this is so,2
picture this is so exciting,2
this is so exciting you,2
is so exciting you can,2
so exciting you can spot,2
exciting you can spot someone,2
you can spot someone who's,2
can spot someone who's never,2
spot someone who's never seen,2
someone who's never seen his,2
who's never seen his plays,2
never seen his plays notice,2
seen his plays notice no,2
his plays notice no fear,2
plays notice no fear no,2
notice no fear no sense,2
no fear no sense of,2
fear no sense of impending,2
no sense of impending doom,2
sense of impending doom the,2
of impending doom the exclamation,2
impending doom the exclamation point,2
doom the exclamation point scares,2
the exclamation point scares me,2
exclamation point scares me it's,2
point scares me it's not,2
scares me it's not just,2
me it's not just freud,2
it's not just freud it's,2
not just freud it's freud,2
just freud it's freud ross,2
freud it's freud ross shh,2
it's freud ross shh magic,2
freud ross shh magic is,2
ross shh magic is about,2
shh magic is about to,2
magic is about to happen,2
is about to happen joey,2
about to happen joey well,2
to happen joey well eva,2
happen joey well eva we've,2
joey well eva we've done,2
well eva we've done some,2
eva we've done some excellent,2
we've done some excellent work,2
done some excellent work here,2
some excellent work here and,2
excellent work here and i,2
work here and i would,2
here and i would have,2
and i would have to,2
i would have to say,2
would have to say your,2
have to say your problem,2
to say your problem is,2
say your problem is quite,2
your problem is quite clear,2
problem is quite clear all,2
is quite clear all you,2
quite clear all you want,2
clear all you want is,2
all you want is a,2
you want is a dinkle,2
want is a dinkle what,2
is a dinkle what you,2
a dinkle what you envy's,2
dinkle what you envy's a,2
what you envy's a schwang,2
you envy's a schwang a,2
envy's a schwang a thing,2
a schwang a thing through,2
schwang a thing through which,2
a thing through which you,2
thing through which you can,2
through which you can tinkle,2
which you can tinkle to,2
you can tinkle to play,2
can tinkle to play with,2
tinkle to play with or,2
to play with or simply,2
play with or simply let,2
with or simply let hang,2
or simply let hang i,2
simply let hang i feel,2
let hang i feel violated,2
hang i feel violated did,2
i feel violated did anybody,2
feel violated did anybody else,2
violated did anybody else feel,2
did anybody else feel like,2
anybody else feel like peeling,2
else feel like peeling their,2
feel like peeling their skin,2
like peeling their skin off,2
peeling their skin off to,2
their skin off to have,2
skin off to have something,2
off to have something else,2
to have something else to,2
have something else to do,2
something else to do ross,2
else to do ross 1000,2
to do ross 1000 is,2
do ross 1000 is it,2
ross 1000 is it it,2
1000 is it it feels,2
is it it feels like,2
it it feels like 2,2
it feels like 2 no,2
feels like 2 no 1000,2
like 2 no 1000 there's,2
2 no 1000 there's a,2
no 1000 there's a beautiful,2
1000 there's a beautiful woman,2
there's a beautiful woman at,2
a beautiful woman at 8,2
beautiful woman at 8 9,2
woman at 8 9 1000,2
at 8 9 1000 ross,2
8 9 1000 ross hello,2
9 1000 ross hello she's,2
1000 ross hello she's amazing,2
ross hello she's amazing she,2
hello she's amazing she makes,2
she's amazing she makes the,2
amazing she makes the women,2
she makes the women i,2
makes the women i dream,2
the women i dream about,2
women i dream about look,2
i dream about look like,2
dream about look like short,2
about look like short fat,2
look like short fat bald,2
like short fat bald men,2
short fat bald men go,2
fat bald men go over,2
bald men go over to,2
men go over to her,2
go over to her she's,2
over to her she's not,2
to her she's not with,2
her she's not with anyone,2
she's not with anyone and,2
not with anyone and what,2
with anyone and what would,2
anyone and what would my,2
and what would my opening,2
what would my opening line,2
would my opening line be,2
my opening line be excuse,2
opening line be excuse me,2
line be excuse me come,2
be excuse me come on,2
excuse me come on she's,2
me come on she's a,2
come on she's a person,2
on she's a person you,2
she's a person you can,2
a person you can do,2
person you can do it,2
you can do it could,2
can do it could she,2
do it could she be,2
it could she be more,2
could she be more out,2
she be more out of,2
be more out of my,2
more out of my league,2
out of my league ross,2
of my league ross back,2
my league ross back me,2
league ross back me up,2
ross back me up he,2
back me up he could,2
me up he could never,2
up he could never get,2
he could never get a,2
could never get a woman,2
never get a woman like,2
get a woman like that,2
a woman like that in,2
woman like that in a,2
like that in a million,2
that in a million years,2
in a million years but,2
a million years but you,2
million years but you always,2
years but you always see,2
but you always see these,2
you always see these beautiful,2
always see these beautiful women,2
see these beautiful women with,2
these beautiful women with these,2
beautiful women with these nothing,2
women with these nothing guys,2
with these nothing guys you,2
these nothing guys you could,2
nothing guys you could be,2
guys you could be one,2
you could be one of,2
could be one of those,2
one of those guys you,2
of those guys you could,2
those guys you could do,2
guys you could do that,2
you could do that you,2
could do that you think,2
do that you think rachel,2
that you think rachel absolutely,2
you think rachel absolutely i,2
think rachel absolutely i can't,2
rachel absolutely i can't believe,2
absolutely i can't believe i'm,2
i can't believe i'm even,2
can't believe i'm even considering,2
believe i'm even considering this,2
i'm even considering this i'm,2
even considering this i'm very,2
considering this i'm very aware,2
this i'm very aware of,2
i'm very aware of my,2
very aware of my tongue,2
aware of my tongue come,2
of my tongue come on,2
my tongue come on here,2
tongue come on here goes,2
come on here goes yes,2
on here goes yes hi,2
here goes yes hi urn,2
goes yes hi urn ahem,2
yes hi urn ahem okay,2
hi urn ahem okay next,2
urn ahem okay next word,2
